age,income,economic_status,employment,car_avail,bike_avail,pt_abo_avail,zone,dist_group,main_mode,share
,,,trainee,,,,,5000 - 10000,ride,0.0
,,,trainee,,,,,5000 - 10000,walk,0.0
,,,trainee,,,,,10000 - 20000,bike,0.003442768026338465
,,,trainee,,,,,10000 - 20000,car,0.02090808324229219
,,,trainee,,,,,10000 - 20000,pt,0.009196087881222037
,,,trainee,,,,,10000 - 20000,ride,0.003442768026338465
,,,trainee,,,,,10000 - 20000,walk,0.0
,,,trainee,,,,,20000+,bike,0.0
,,,trainee,,,,,20000+,car,0.019726209403627425
,,,trainee,,,,,20000+,pt,0.011489469723287949
,,,trainee,,,,,20000+,ride,0.0
,,,trainee,,,,,20000+,walk,0.0
,,,job_full_time,,,,,0 - 1000,bike,0.03125604533563598
,,,job_full_time,,,,,0 - 1000,car,0.0222299634907397
,,,job_full_time,,,,,0 - 1000,pt,0.002042835294210156
,,,job_full_time,,,,,0 - 1000,ride,0.001058058966720142
,,,job_full_time,,,,,0 - 1000,walk,0.14645461065587687
,,,job_full_time,,,,,1000 - 2000,bike,0.03796111968705065
,,,job_full_time,,,,,1000 - 2000,car,0.03243462661357487
,,,job_full_time,,,,,1000 - 2000,pt,0.009747568436006158
,,,job_full_time,,,,,1000 - 2000,ride,0.004114172365588247
,,,job_full_time,,,,,1000 - 2000,walk,0.048563560575967064
,,,job_full_time,,,,,2000 - 5000,bike,0.05387498935881875
,,,job_full_time,,,,,2000 - 5000,car,0.12393739500102384
,,,job_full_time,,,,,2000 - 5000,pt,0.06044582507071605
,,,job_full_time,,,,,2000 - 5000,ride,0.009185913419657556
,,,job_full_time,,,,,2000 - 5000,walk,0.012733859429758458
,,,job_full_time,,,,,5000 - 10000,bike,0.04510870435058178
,,,job_full_time,,,,,5000 - 10000,car,0.12087875377265238
,,,job_full_time,,,,,5000 - 10000,pt,0.06938764078488999
,,,job_full_time,,,,,5000 - 10000,ride,0.007599433816295185
,,,job_full_time,,,,,5000 - 10000,walk,0.0008429263720367775
,,,job_full_time,,,,,10000 - 20000,bike,0.010150660197204918
,,,job_full_time,,,,,10000 - 20000,car,0.07385900987001638
,,,job_full_time,,,,,10000 - 20000,pt,0.009508078220665338
,,,job_full_time,,,,,10000 - 20000,ride,0.0033433026502474364
,,,job_full_time,,,,,10000 - 20000,walk,0.0
,,,job_full_time,,,,,20000+,bike,0.0012574373067570112
,,,job_full_time,,,,,20000+,car,0.04915925164695908
,,,job_full_time,,,,,20000+,pt,0.01172940740808796
,,,job_full_time,,,,,20000+,ride,0.0011189451086657345
,,,job_full_time,,,,,20000+,walk,1.5904793595566665e-05
,,,job_part_time,,,,,0 - 1000,bike,0.05774879634357904
,,,job_part_time,,,,,0 - 1000,car,0.022893120290580996
,,,job_part_time,,,,,0 - 1000,pt,0.0020759064466700857
,,,job_part_time,,,,,0 - 1000,ride,0.0028078013103628387
,,,job_part_time,,,,,0 - 1000,walk,0.17001736904313464
,,,job_part_time,,,,,1000 - 2000,bike,0.04158717050818093
,,,job_part_time,,,,,1000 - 2000,car,0.06035415497859973
,,,job_part_time,,,,,1000 - 2000,pt,0.01618818293152714
,,,job_part_time,,,,,1000 - 2000,ride,0.004268068357727863
,,,job_part_time,,,,,1000 - 2000,walk,0.043600386773271646
,,,job_part_time,,,,,2000 - 5000,bike,0.09526421571400792
,,,job_part_time,,,,,2000 - 5000,car,0.09490163898409827
,,,job_part_time,,,,,2000 - 5000,pt,0.04568742789065859
,,,job_part_time,,,,,2000 - 5000,ride,0.014481314731410256
,,,job_part_time,,,,,2000 - 5000,walk,0.004613803272328389
,,,job_part_time,,,,,5000 - 10000,bike,0.03868515033237836
,,,job_part_time,,,,,5000 - 10000,car,0.10325425739078005
,,,job_part_time,,,,,5000 - 10000,pt,0.03898190729568336
,,,job_part_time,,,,,5000 - 10000,ride,0.009553810670511075
,,,job_part_time,,,,,5000 - 10000,walk,0.0
,,,job_part_time,,,,,10000 - 20000,bike,0.007939577353060586
,,,job_part_time,,,,,10000 - 20000,car,0.060763819926968804
,,,job_part_time,,,,,10000 - 20000,pt,0.02585586425348927
,,,job_part_time,,,,,10000 - 20000,ride,0.004597030977131432
,,,job_part_time,,,,,10000 - 20000,walk,0.0
,,,job_part_time,,,,,20000+,bike,0.0010674264668563947
,,,job_part_time,,,,,20000+,car,0.020280087855095556
,,,job_part_time,,,,,20000+,pt,0.011532473503277255
,,,job_part_time,,,,,20000+,ride,0.000999236398629478
,,,job_part_time,,,,,20000+,walk,0.0
,,,other,,,,,0 - 1000,bike,0.031220878665952523
,,,other,,,,,0 - 1000,car,0.023653286806914146
,,,other,,,,,0 - 1000,pt,0.0
,,,other,,,,,0 - 1000,ride,0.0037624812616691657
,,,other,,,,,0 - 1000,walk,0.2572453124261276
,,,other,,,,,1000 - 2000,bike,0.009953251517041389
,,,other,,,,,1000 - 2000,car,0.07383921070682893
,,,other,,,,,1000 - 2000,pt,0.01985760744584987
,,,other,,,,,1000 - 2000,ride,0.009035639058941199
,,,other,,,,,1000 - 2000,walk,0.09120053167190337
,,,other,,,,,2000 - 5000,bike,0.014671913450672003
,,,other,,,,,2000 - 5000,car,0.14921694562689974
,,,other,,,,,2000 - 5000,pt,0.04421579294639369
,,,other,,,,,2000 - 5000,ride,0.023950244847411695
,,,other,,,,,2000 - 5000,walk,0.010872967588455651
,,,other,,,,,5000 - 10000,bike,0.0001657532563298851
,,,other,,,,,5000 - 10000,car,0.03397529582074261
,,,other,,,,,5000 - 10000,pt,0.037222168808569586
,,,other,,,,,5000 - 10000,ride,0.015917039741303932
,,,other,,,,,5000 - 10000,walk,0.013643562637654622
,,,other,,,,,10000 - 20000,bike,0.03566694067128299
,,,other,,,,,10000 - 20000,car,0.056752682518066366
,,,other,,,,,10000 - 20000,pt,0.00205179734782758
,,,other,,,,,10000 - 20000,ride,0.007608065868412573
,,,other,,,,,10000 - 20000,walk,0.0
,,,other,,,,,20000+,bike,0.0
,,,other,,,,,20000+,car,0.015833854762424104
,,,other,,,,,20000+,pt,0.014562878346767137
,,,other,,,,,20000+,ride,0.003903896199557559
,,,other,,,,,20000+,walk,0.0
,,,,yes,,,,0 - 1000,bike,0.036484702903375
,,,,yes,,,,0 - 1000,car,0.022868127762233847
,,,,yes,,,,0 - 1000,pt,0.0018423486650829424
,,,,yes,,,,0 - 1000,ride,0.007021617731253891
,,,,yes,,,,0 - 1000,walk,0.16860891745380607
,,,,yes,,,,1000 - 2000,bike,0.04149477848146081
,,,,yes,,,,1000 - 2000,car,0.04445948840602894
,,,,yes,,,,1000 - 2000,pt,0.012869560966984349
,,,,yes,,,,1000 - 2000,ride,0.01686081367605694
,,,,yes,,,,1000 - 2000,walk,0.05166683427537136
,,,,yes,,,,2000 - 5000,bike,0.045632754474366266
,,,,yes,,,,2000 - 5000,car,0.12021233568674669
,,,,yes,,,,2000 - 5000,pt,0.04172020811614148
,,,,yes,,,,2000 - 5000,ride,0.04245577525750886
,,,,yes,,,,2000 - 5000,walk,0.010669394201008289
,,,,yes,,,,5000 - 10000,bike,0.025838532073798038
,,,,yes,,,,5000 - 10000,car,0.10547653297417918
,,,,yes,,,,5000 - 10000,pt,0.046167795978580166
,,,,yes,,,,5000 - 10000,ride,0.023094041861603118
,,,,yes,,,,5000 - 10000,walk,0.002530527751798837
,,,,yes,,,,10000 - 20000,bike,0.007623483972974121
,,,,yes,,,,10000 - 20000,car,0.06014557651209615
,,,,yes,,,,10000 - 20000,pt,0.011612332085468505
,,,,yes,,,,10000 - 20000,ride,0.008149483771873016
,,,,yes,,,,10000 - 20000,walk,0.0
,,,,yes,,,,20000+,bike,0.0006941890255132847
,,,,yes,,,,20000+,car,0.034761662347858956
,,,,yes,,,,20000+,pt,0.005629529287275482
,,,,yes,,,,20000+,ride,0.003399873795662505
,,,,yes,,,,20000+,walk,8.780503892930798e-06
,,,,no,,,,0 - 1000,bike,0.06763336150290099
,,,,no,,,,0 - 1000,car,0.0
,,,,no,,,,0 - 1000,pt,0.0017227525583981065
,,,,no,,,,0 - 1000,ride,0.0007761152080649913
,,,,no,,,,0 - 1000,walk,0.25172777151714093
,,,,no,,,,1000 - 2000,bike,0.0795379455555773
,,,,no,,,,1000 - 2000,car,0.0038330761617702807
,,,,no,,,,1000 - 2000,pt,0.033265574117972395
,,,,no,,,,1000 - 2000,ride,0.0006380746252972979
,,,,no,,,,1000 - 2000,walk,0.06749044719929018
,,,,no,,,,2000 - 5000,bike,0.09297530107079141
,,,,no,,,,2000 - 5000,car,0.010806459120589657
,,,,no,,,,2000 - 5000,pt,0.16466881850431572
,,,,no,,,,2000 - 5000,ride,0.008784502199372301
,,,,no,,,,2000 - 5000,walk,0.006537955841858048
,,,,no,,,,5000 - 10000,bike,0.02379224136424374
,,,,no,,,,5000 - 10000,car,0.0
,,,,no,,,,5000 - 10000,pt,0.11774970241801601
,,,,no,,,,5000 - 10000,ride,0.0133872875636843
,,,,no,,,,5000 - 10000,walk,0.002402113583384318
,,,,no,,,,10000 - 20000,bike,0.004248351645893023
,,,,no,,,,10000 - 20000,car,0.002301627147512117
,,,,no,,,,10000 - 20000,pt,0.026942018329106684
,,,,no,,,,10000 - 20000,ride,0.002200149104638893
,,,,no,,,,10000 - 20000,walk,0.0
,,,,no,,,,20000+,bike,0.0
,,,,no,,,,20000+,car,0.00028193445698355025
,,,,no,,,,20000+,pt,0.014404893984274138
,,,,no,,,,20000+,ride,0.0018915252189236073
,,,,no,,,,20000+,walk,0.0
,,,,unknown,,,,0 - 1000,bike,0.061697881451343695
,,,,unknown,,,,0 - 1000,car,6.80405486575776e-05
,,,,unknown,,,,0 - 1000,pt,0.010287594260728105
,,,,unknown,,,,0 - 1000,ride,0.0005327296191888742
,,,,unknown,,,,0 - 1000,walk,0.256385334058712
,,,,unknown,,,,1000 - 2000,bike,0.053062719727475706
,,,,unknown,,,,1000 - 2000,car,0.0024798954465248654
,,,,unknown,,,,1000 - 2000,pt,0.03508036059877186
,,,,unknown,,,,1000 - 2000,ride,0.011841398767553614
,,,,unknown,,,,1000 - 2000,walk,0.05828757248485731
,,,,unknown,,,,2000 - 5000,bike,0.09453560229475463
,,,,unknown,,,,2000 - 5000,car,0.0025078349690973857
,,,,unknown,,,,2000 - 5000,pt,0.17892384288199917
,,,,unknown,,,,2000 - 5000,ride,0.006974032682967209
,,,,unknown,,,,2000 - 5000,walk,0.020885605903226
,,,,unknown,,,,5000 - 10000,bike,0.04206578424305923
,,,,unknown,,,,5000 - 10000,car,0.0018617792591732881
,,,,unknown,,,,5000 - 10000,pt,0.11118999748570732
,,,,unknown,,,,5000 - 10000,ride,0.005291824832605607
,,,,unknown,,,,5000 - 10000,walk,0.0
,,,,unknown,,,,10000 - 20000,bike,0.0017356972572254766
,,,,unknown,,,,10000 - 20000,car,0.0021721718155737965
,,,,unknown,,,,10000 - 20000,pt,0.012139157793190658
,,,,unknown,,,,10000 - 20000,ride,5.1669258255174607e-05
,,,,unknown,,,,10000 - 20000,walk,0.0003797579174443441
,,,,unknown,,,,20000+,bike,0.0031251107734154714
,,,,unknown,,,,20000+,car,0.0
,,,,unknown,,,,20000+,pt,0.023492990812937094
,,,,unknown,,,,20000+,ride,0.002943612855554631
,,,,unknown,,,,20000+,walk,0.0
,,,,,yes,,,0 - 1000,bike,0.049255899517073765
,,,,,yes,,,0 - 1000,car,0.017626314476064518
,,,,,yes,,,0 - 1000,pt,0.0029733173587462324
,,,,,yes,,,0 - 1000,ride,0.002151853889122094
,,,,,yes,,,0 - 1000,walk,0.17082908240914726
,,,,,yes,,,1000 - 2000,bike,0.053346702250730474
,,,,,yes,,,1000 - 2000,car,0.0346555555379734
,,,,,yes,,,1000 - 2000,pt,0.015039035469774127
,,,,,yes,,,1000 - 2000,ride,0.010027697929837378
,,,,,yes,,,1000 - 2000,walk,0.0538307285496625
,,,,,yes,,,2000 - 5000,bike,0.07440198422711862
,,,,,yes,,,2000 - 5000,car,0.09517765167789766
,,,,,yes,,,2000 - 5000,pt,0.06905539152599258
,,,,,yes,,,2000 - 5000,ride,0.025814259852566246
,,,,,yes,,,2000 - 5000,walk,0.012400930004792813
,,,,,yes,,,5000 - 10000,bike,0.03779564630596276
,,,,,yes,,,5000 - 10000,car,0.07911661209260396
,,,,,yes,,,5000 - 10000,pt,0.06551181123887823
,,,,,yes,,,5000 - 10000,ride,0.015086771313678946
,,,,,yes,,,5000 - 10000,walk,0.0021990335878773514
,,,,,yes,,,10000 - 20000,bike,0.007933159963934948
,,,,,yes,,,10000 - 20000,car,0.04838322322779309
,,,,,yes,,,10000 - 20000,pt,0.012195744405256899
,,,,,yes,,,10000 - 20000,ride,0.00511713248012169
,,,,,yes,,,10000 - 20000,walk,0.0
,,,,,yes,,,20000+,bike,0.0014914027747951208
,,,,,yes,,,20000+,car,0.028850668830366747
,,,,,yes,,,20000+,pt,0.0077411833342008705
,,,,,yes,,,20000+,ride,0.0019829758227426497
,,,,,yes,,,20000+,walk,8.229945287195383e-06
,,,,,no,,,0 - 1000,bike,0.0015872234181796814
,,,,,no,,,0 - 1000,car,0.006190116503919359
,,,,,no,,,0 - 1000,pt,0.002314584399880617
,,,,,no,,,0 - 1000,ride,0.005987252183979406
,,,,,no,,,0 - 1000,walk,0.2719836857817446
,,,,,no,,,1000 - 2000,bike,0.0007936117090898407
,,,,,no,,,1000 - 2000,car,0.032445245502044764
,,,,,no,,,1000 - 2000,pt,0.014290223467540997
,,,,,no,,,1000 - 2000,ride,0.015862635288730536
,,,,,no,,,1000 - 2000,walk,0.06679047572486206
,,,,,no,,,2000 - 5000,bike,0.009731204052057322
,,,,,no,,,2000 - 5000,car,0.05521963159771514
,,,,,no,,,2000 - 5000,pt,0.09641252478598858
,,,,,no,,,2000 - 5000,ride,0.03808223457388819
,,,,,no,,,2000 - 5000,walk,0.01714878805083997
,,,,,no,,,5000 - 10000,bike,0.0
,,,,,no,,,5000 - 10000,car,0.04854529618365677
,,,,,no,,,5000 - 10000,pt,0.10954815313875597
,,,,,no,,,5000 - 10000,ride,0.04272467257577342
,,,,,no,,,5000 - 10000,walk,0.0
,,,,,no,,,10000 - 20000,bike,0.0
,,,,,no,,,10000 - 20000,car,0.07315842623314378
,,,,,no,,,10000 - 20000,pt,0.018972147151692206
,,,,,no,,,10000 - 20000,ride,0.0017039372340673952
,,,,,no,,,10000 - 20000,walk,0.0
,,,,,no,,,20000+,bike,0.0
,,,,,no,,,20000+,car,0.032667206794682914
,,,,,no,,,20000+,pt,0.03126459439997809
,,,,,no,,,20000+,ride,0.006576129247788296
,,,,,no,,,20000+,walk,0.0
,,,,,unknown,,,0 - 1000,bike,0.03186063944229878
,,,,,unknown,,,0 - 1000,car,0.01347107588042495
,,,,,unknown,,,0 - 1000,pt,0.006050352409784908
,,,,,unknown,,,0 - 1000,ride,0.016644788551903728
,,,,,unknown,,,0 - 1000,walk,0.26435977275515876
,,,,,unknown,,,1000 - 2000,bike,0.03009572767693571
,,,,,unknown,,,1000 - 2000,car,0.025084410588189356
,,,,,unknown,,,1000 - 2000,pt,0.03501323665835734
,,,,,unknown,,,1000 - 2000,ride,0.03156347450604771
,,,,,unknown,,,1000 - 2000,walk,0.05375035534616008
,,,,,unknown,,,2000 - 5000,bike,0.010900235258696074
,,,,,unknown,,,2000 - 5000,car,0.06371846778339342
,,,,,unknown,,,2000 - 5000,pt,0.11644826506995117
,,,,,unknown,,,2000 - 5000,ride,0.05709056011294635
,,,,,unknown,,,2000 - 5000,walk,0.011809256690193875
,,,,,unknown,,,5000 - 10000,bike,0.0006566648819342753
,,,,,unknown,,,5000 - 10000,car,0.06855799218729668
,,,,,unknown,,,5000 - 10000,pt,0.05600707230448852
,,,,,unknown,,,5000 - 10000,ride,0.028160467296392943
,,,,,unknown,,,5000 - 10000,walk,0.0015902761077395593
,,,,,unknown,,,10000 - 20000,bike,0.00043220805108516296
,,,,,unknown,,,10000 - 20000,car,0.02084880135280743
,,,,,unknown,,,10000 - 20000,pt,0.014620559035032012
,,,,,unknown,,,10000 - 20000,ride,0.010194997740632044
,,,,,unknown,,,10000 - 20000,walk,0.0003882367762864867
,,,,,unknown,,,20000+,bike,0.0
,,,,,unknown,,,20000+,car,0.008647994401239678
,,,,,unknown,,,20000+,pt,0.014851025110168163
,,,,,unknown,,,20000+,ride,0.00718308602445474
,,,,,unknown,,,20000+,walk,0.0
,,,,,,yes,,0 - 1000,bike,0.031249525523570812
,,,,,,yes,,0 - 1000,car,0.011011844584685432
,,,,,,yes,,0 - 1000,pt,0.007193674016267761
,,,,,,yes,,0 - 1000,ride,0.0013061235349704822
,,,,,,yes,,0 - 1000,walk,0.19678135615954337
,,,,,,yes,,1000 - 2000,bike,0.03561406927403246
,,,,,,yes,,1000 - 2000,car,0.019398408714344808
,,,,,,yes,,1000 - 2000,pt,0.032976642725743785
,,,,,,yes,,1000 - 2000,ride,0.011238188388976432
,,,,,,yes,,1000 - 2000,walk,0.05037029761760945
,,,,,,yes,,2000 - 5000,bike,0.05058493208124387
,,,,,,yes,,2000 - 5000,car,0.0553209808541899
,,,,,,yes,,2000 - 5000,pt,0.1576346743362235
,,,,,,yes,,2000 - 5000,ride,0.02288265849636256
,,,,,,yes,,2000 - 5000,walk,0.011548846987710006
,,,,,,yes,,5000 - 10000,bike,0.023445163304671078
,,,,,,yes,,5000 - 10000,car,0.04793295432277053
,,,,,,yes,,5000 - 10000,pt,0.1231121626882929
,,,,,,yes,,5000 - 10000,ride,0.016817756564472708
,,,,,,yes,,5000 - 10000,walk,0.002259009749118819
,,,,,,yes,,10000 - 20000,bike,0.0036362633646538733
,,,,,,yes,,10000 - 20000,car,0.023826192859397893
,,,,,,yes,,10000 - 20000,pt,0.026278237828365837
,,,,,,yes,,10000 - 20000,ride,0.003676488393879555
,,,,,,yes,,10000 - 20000,walk,0.00018289123064321408
,,,,,,yes,,20000+,bike,0.0002626980721268286
,,,,,,yes,,20000+,car,0.01299047664413237
,,,,,,yes,,20000+,pt,0.016399732736525095
,,,,,,yes,,20000+,ride,0.004067748945474713
,,,,,,yes,,20000+,walk,0.0
,,,,,,no,,0 - 1000,bike,0.04852240754852003
,,,,,,no,,0 - 1000,car,0.022670627926346634
,,,,,,no,,0 - 1000,pt,0.0007447968338100226
,,,,,,no,,0 - 1000,ride,0.003971417462603115
,,,,,,no,,0 - 1000,walk,0.18462022133598346
,,,,,,no,,1000 - 2000,bike,0.04961709854165773
,,,,,,no,,1000 - 2000,car,0.047256046049284524
,,,,,,no,,1000 - 2000,pt,0.006190350698487161
,,,,,,no,,1000 - 2000,ride,0.010924798777455735
,,,,,,no,,1000 - 2000,walk,0.05596084890559466
,,,,,,no,,2000 - 5000,bike,0.07000413461634981
,,,,,,no,,2000 - 5000,car,0.1237921070561962
,,,,,,no,,2000 - 5000,pt,0.018059500382112154
,,,,,,no,,2000 - 5000,ride,0.02709847056867801
,,,,,,no,,2000 - 5000,walk,0.014574001032852316
,,,,,,no,,5000 - 10000,bike,0.03679699843454278
,,,,,,no,,5000 - 10000,car,0.10754793226562848
,,,,,,no,,5000 - 10000,pt,0.022142489393203704
,,,,,,no,,5000 - 10000,ride,0.017181876067516092
,,,,,,no,,5000 - 10000,walk,0.0020085010176144297
,,,,,,no,,10000 - 20000,bike,0.008744399131388348
,,,,,,no,,10000 - 20000,car,0.06502030365294409
,,,,,,no,,10000 - 20000,pt,0.003053629546742957
,,,,,,no,,10000 - 20000,ride,0.00568148655672565
,,,,,,no,,10000 - 20000,walk,0.0
,,,,,,no,,20000+,bike,0.0019922765784030324
,,,,,,no,,20000+,car,0.03756543624704205
,,,,,,no,,20000+,pt,0.005791488875112855
,,,,,,no,,20000+,ride,0.002454160803348305
,,,,,,no,,20000+,walk,1.219369385579511e-05
,,,,,,unknown,,0 - 1000,bike,0.10002320420222963
,,,,,,unknown,,0 - 1000,car,0.0
,,,,,,unknown,,0 - 1000,pt,0.0019919980595494665
,,,,,,unknown,,0 - 1000,ride,0.04522492520942958
,,,,,,unknown,,0 - 1000,walk,0.24283833774452226
,,,,,,unknown,,1000 - 2000,bike,0.10553132306300039
,,,,,,unknown,,1000 - 2000,car,0.0
,,,,,,unknown,,1000 - 2000,pt,0.030687144161287785
,,,,,,unknown,,1000 - 2000,ride,0.07199801727983976
,,,,,,unknown,,1000 - 2000,walk,0.06799673611668038
,,,,,,unknown,,2000 - 5000,bike,0.02940858986915819
,,,,,,unknown,,2000 - 5000,car,0.0
,,,,,,unknown,,2000 - 5000,pt,0.051094086166589975
,,,,,,unknown,,2000 - 5000,ride,0.15318560779453197
,,,,,,unknown,,2000 - 5000,walk,0.0
,,,,,,unknown,,5000 - 10000,bike,0.00048127143622787844
,,,,,,unknown,,5000 - 10000,car,0.0
,,,,,,unknown,,5000 - 10000,pt,0.020140649957974967
,,,,,,unknown,,5000 - 10000,ride,0.0459379335639824
,,,,,,unknown,,5000 - 10000,walk,0.0
,,,,,,unknown,,10000 - 20000,bike,0.0015155469227764553
,,,,,,unknown,,10000 - 20000,car,0.0
,,,,,,unknown,,10000 - 20000,pt,0.0021978793148646693
,,,,,,unknown,,10000 - 20000,ride,0.026504011901008536
,,,,,,unknown,,10000 - 20000,walk,0.0
,,,,,,unknown,,20000+,bike,0.0
,,,,,,unknown,,20000+,car,0.0
,,,,,,unknown,,20000+,pt,0.0
,,,,,,unknown,,20000+,ride,0.003242737236345726
,,,,,,unknown,,20000+,walk,0.0
,,,,,,,0,0 - 1000,bike,0.05001895020528571
,,,,,,,0,0 - 1000,car,0.012960131030897961
,,,,,,,0,0 - 1000,pt,0.01050718221687663
,,,,,,,0,0 - 1000,ride,0.0011909653874945373
,,,,,,,0,0 - 1000,walk,0.2672204500119236
,,,,,,,0,1000 - 2000,bike,0.03812848524215062
,,,,,,,0,1000 - 2000,car,0.02638680124423673
,,,,,,,0,1000 - 2000,pt,0.03173475215116644
,,,,,,,0,1000 - 2000,ride,0.009174731110908222
,,,,,,,0,1000 - 2000,walk,0.0676918630323294
,,,,,,,0,2000 - 5000,bike,0.050444790970799416
,,,,,,,0,2000 - 5000,car,0.049765178315154444
,,,,,,,0,2000 - 5000,pt,0.1439015849869538
,,,,,,,0,2000 - 5000,ride,0.022278819126096503
,,,,,,,0,2000 - 5000,walk,0.01597514100312269
,,,,,,,0,5000 - 10000,bike,0.011864243060095137
,,,,,,,0,5000 - 10000,car,0.054658982324511204
,,,,,,,0,5000 - 10000,pt,0.042820411336455755
,,,,,,,0,5000 - 10000,ride,0.008598925804205067
,,,,,,,0,5000 - 10000,walk,0.0
,,,,,,,0,10000 - 20000,bike,0.0015353486350368724
,,,,,,,0,10000 - 20000,car,0.03102166127811413
,,,,,,,0,10000 - 20000,pt,0.00784005545311353
,,,,,,,0,10000 - 20000,ride,0.0065687318808551965
,,,,,,,0,10000 - 20000,walk,0.0
,,,,,,,0,20000+,bike,0.0
,,,,,,,0,20000+,car,0.010711456043061821
,,,,,,,0,20000+,pt,0.020547494338206688
,,,,,,,0,20000+,ride,0.006452863810947884
,,,,,,,0,20000+,walk,0.0
,,,,,,,1,0 - 1000,bike,0.07106109566528782
,,,,,,,1,0 - 1000,car,0.003390737651352971
,,,,,,,1,0 - 1000,pt,0.00517607473150037
,,,,,,,1,0 - 1000,ride,0.0014049382416786427
,,,,,,,1,0 - 1000,walk,0.18854475515864155
,,,,,,,1,1000 - 2000,bike,0.08164755375934056
,,,,,,,1,1000 - 2000,car,0.010131521339549997
,,,,,,,1,1000 - 2000,pt,0.013832207119501443
,,,,,,,1,1000 - 2000,ride,0.002439281522139455
,,,,,,,1,1000 - 2000,walk,0.06791638123831946
,,,,,,,1,2000 - 5000,bike,0.11456613490554363
,,,,,,,1,2000 - 5000,car,0.051014775635893274
,,,,,,,1,2000 - 5000,pt,0.06937812206338179
,,,,,,,1,2000 - 5000,ride,0.015058289260132168
,,,,,,,1,2000 - 5000,walk,0.0027013251429423147
,,,,,,,1,5000 - 10000,bike,0.0643155604466934
,,,,,,,1,5000 - 10000,car,0.051869212520482606
,,,,,,,1,5000 - 10000,pt,0.06405341804006874
,,,,,,,1,5000 - 10000,ride,0.017191987114591672
,,,,,,,1,5000 - 10000,walk,0.0032276022408671452
,,,,,,,1,10000 - 20000,bike,0.0047683008401571796
,,,,,,,1,10000 - 20000,car,0.03561487042465003
,,,,,,,1,10000 - 20000,pt,0.006102697639457719
,,,,,,,1,10000 - 20000,ride,0.0071102815347005265
,,,,,,,1,10000 - 20000,walk,0.0
,,,,,,,1,20000+,bike,0.0
,,,,,,,1,20000+,car,0.0375928800955856
,,,,,,,1,20000+,pt,0.007586914518248105
,,,,,,,1,20000+,ride,0.002303081149291772
,,,,,,,1,20000+,walk,0.0
,,,,,,,2,0 - 1000,bike,0.06044070144804364
,,,,,,,2,0 - 1000,car,0.016304557114841956
,,,,,,,2,0 - 1000,pt,0.00042859185628231977
,,,,,,,2,0 - 1000,ride,0.005829401743007242
,,,,,,,2,0 - 1000,walk,0.1901381187969945
,,,,,,,2,1000 - 2000,bike,0.07819817117575513
,,,,,,,2,1000 - 2000,car,0.03695939248599999
,,,,,,,2,1000 - 2000,pt,0.025614370830260733
,,,,,,,2,1000 - 2000,ride,0.01623602280715608
,,,,,,,2,1000 - 2000,walk,0.03266633183097229
,,,,,,,2,2000 - 5000,bike,0.09976211591292557
,,,,,,,2,2000 - 5000,car,0.04691150332265536
,,,,,,,2,2000 - 5000,pt,0.06357220432298703
,,,,,,,2,2000 - 5000,ride,0.02345508918229152
,,,,,,,2,2000 - 5000,walk,0.004562147194370698
,,,,,,,2,5000 - 10000,bike,0.04014140784824866
,,,,,,,2,5000 - 10000,car,0.06043330076441256
,,,,,,,2,5000 - 10000,pt,0.08137361635756324
,,,,,,,2,5000 - 10000,ride,0.011665051096031966
,,,,,,,2,5000 - 10000,walk,0.0004017630170592254
,,,,,,,2,10000 - 20000,bike,0.0009716596874614735
,,,,,,,2,10000 - 20000,car,0.061561063088274706
,,,,,,,2,10000 - 20000,pt,0.005853714387762682
,,,,,,,2,10000 - 20000,ride,0.012041577073022836
,,,,,,,2,10000 - 20000,walk,0.0
,,,,,,,2,20000+,bike,0.0010614980454159944
,,,,,,,2,20000+,car,0.017089513676094573
,,,,,,,2,20000+,pt,0.004229631293524534
,,,,,,,2,20000+,ride,0.0020974836405834372
,,,,,,,2,20000+,walk,0.0
,,,,,,,3,0 - 1000,bike,0.031708295151450114
,,,,,,,3,0 - 1000,car,0.02530463408657333
,,,,,,,3,0 - 1000,pt,0.0
,,,,,,,3,0 - 1000,ride,0.004850468539714228
,,,,,,,3,0 - 1000,walk,0.10433527729473147
,,,,,,,3,1000 - 2000,bike,0.0943871354398372
,,,,,,,3,1000 - 2000,car,0.02774578457129046
,,,,,,,3,1000 - 2000,pt,0.00423872509162141
,,,,,,,3,1000 - 2000,ride,0.010995644034310291
,,,,,,,3,1000 - 2000,walk,0.039646410060376704
,,,,,,,3,2000 - 5000,bike,0.03134761210022729
,,,,,,,3,2000 - 5000,car,0.14291661531220867
,,,,,,,3,2000 - 5000,pt,0.035738153817831554
,,,,,,,3,2000 - 5000,ride,0.040519265898152024
,,,,,,,3,2000 - 5000,walk,0.0075023522496926445
,,,,,,,3,5000 - 10000,bike,0.025847051284183596
,,,,,,,3,5000 - 10000,car,0.10353896049425673
,,,,,,,3,5000 - 10000,pt,0.08148956449236622
,,,,,,,3,5000 - 10000,ride,0.01638145501335485
,,,,,,,3,5000 - 10000,walk,0.007821095661952555
,,,,,,,3,10000 - 20000,bike,0.006405263858429879
,,,,,,,3,10000 - 20000,car,0.0677105576169075
,,,,,,,3,10000 - 20000,pt,0.019494431889545586
,,,,,,,3,10000 - 20000,ride,0.008460589784976564
,,,,,,,3,10000 - 20000,walk,0.0
